#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1143    0.11744E+04   -0.35896E+02   -0.76120E-11   -0.35896E+02    0.11304E+02    0.11473E-09   -0.76120E-11    0.11473E-09    0.31151E-14
  1144    0.11732E+04   -0.34920E+02   -0.42320E-11   -0.34920E+02    0.11244E+02    0.11032E-09   -0.42320E-11    0.11032E-09    0.31041E-14
  1145    0.11721E+04   -0.33944E+02   -0.72583E-12   -0.33944E+02    0.11191E+02    0.10592E-09   -0.72583E-12    0.10592E-09    0.30932E-14
  1146    0.11708E+04   -0.32968E+02    0.29035E-11   -0.32968E+02    0.11142E+02    0.10153E-09    0.29035E-11    0.10153E-09    0.30823E-14
  1147    0.11694E+04   -0.31993E+02    0.66530E-11   -0.31993E+02    0.11099E+02    0.97169E-10    0.66530E-11    0.97169E-10    0.30714E-14
  1148    0.11680E+04   -0.31020E+02    0.10520E-10   -0.31020E+02    0.11060E+02    0.92823E-10    0.10520E-10    0.92823E-10    0.30606E-14
  1149    0.11665E+04   -0.30050E+02    0.14500E-10   -0.30050E+02    0.11026E+02    0.88496E-10    0.14500E-10    0.88496E-10    0.30498E-14
  1150    0.11648E+04   -0.29082E+02    0.18592E-10   -0.29082E+02    0.10998E+02    0.84188E-10    0.18592E-10    0.84188E-10    0.30391E-14
  1151    0.11632E+04   -0.28117E+02    0.22792E-10   -0.28117E+02    0.10975E+02    0.79901E-10    0.22792E-10    0.79901E-10    0.30284E-14
  1152    0.11614E+04   -0.27155E+02    0.27101E-10   -0.27155E+02    0.10956E+02    0.75633E-10    0.27101E-10    0.75633E-10    0.30178E-14
  1153    0.11596E+04   -0.26197E+02    0.31521E-10   -0.26197E+02    0.10943E+02    0.71386E-10    0.31521E-10    0.71386E-10    0.30072E-14
  1154    0.11577E+04   -0.25242E+02    0.36052E-10   -0.25242E+02    0.10935E+02    0.67158E-10    0.36052E-10    0.67158E-10    0.29967E-14
  1155    0.11557E+04   -0.24292E+02    0.40696E-10   -0.24292E+02    0.10932E+02    0.62951E-10    0.40696E-10    0.62951E-10    0.29862E-14
  1156    0.11535E+04   -0.23348E+02    0.45453E-10   -0.23348E+02    0.10933E+02    0.58764E-10    0.45453E-10    0.58764E-10    0.29757E-14
  1157    0.11513E+04   -0.22408E+02    0.50324E-10   -0.22408E+02    0.10940E+02    0.54597E-10    0.50324E-10    0.54597E-10    0.29653E-14
  1158    0.11491E+04   -0.21475E+02    0.55312E-10   -0.21475E+02    0.10952E+02    0.50450E-10    0.55312E-10    0.50450E-10    0.29550E-14
  1159    0.11469E+04   -0.20547E+02    0.60416E-10   -0.20547E+02    0.10968E+02    0.46323E-10    0.60416E-10    0.46323E-10    0.29446E-14
  1160    0.11444E+04   -0.19627E+02    0.65639E-10   -0.19627E+02    0.10990E+02    0.42217E-10    0.65639E-10    0.42217E-10    0.29344E-14
  1161    0.11419E+04   -0.18713E+02    0.70980E-10   -0.18713E+02    0.11016E+02    0.38131E-10    0.70980E-10    0.38131E-10    0.29241E-14
  1162    0.11394E+04   -0.17806E+02    0.76442E-10   -0.17806E+02    0.11047E+02    0.34065E-10    0.76442E-10    0.34065E-10    0.29139E-14
  1163    0.11367E+04   -0.16908E+02    0.82026E-10   -0.16908E+02    0.11083E+02    0.30019E-10    0.82026E-10    0.30019E-10    0.29038E-14
  1164    0.11341E+04   -0.16017E+02    0.87731E-10   -0.16017E+02    0.11125E+02    0.25994E-10    0.87731E-10    0.25994E-10    0.28937E-14
  1165    0.11313E+04   -0.15135E+02    0.93561E-10   -0.15135E+02    0.11170E+02    0.21989E-10    0.93561E-10    0.21989E-10    0.28836E-14
  1166    0.11284E+04   -0.14262E+02    0.99515E-10   -0.14262E+02    0.11221E+02    0.18005E-10    0.99515E-10    0.18005E-10    0.28736E-14
  1167    0.11255E+04   -0.13398E+02    0.10560E-09   -0.13398E+02    0.11275E+02    0.14041E-10    0.10560E-09    0.14041E-10    0.28636E-14
  1168    0.11225E+04   -0.12543E+02    0.11180E-09   -0.12543E+02    0.11335E+02    0.10097E-10    0.11180E-09    0.10097E-10    0.28537E-14
  1169    0.11195E+04   -0.11699E+02    0.11814E-09   -0.11699E+02    0.11399E+02    0.61737E-11    0.11814E-09    0.61737E-11    0.28438E-14
  1170    0.11164E+04   -0.10864E+02    0.12460E-09   -0.10864E+02    0.11468E+02    0.22709E-11    0.12460E-09    0.22709E-11    0.28339E-14
  1171    0.11132E+04   -0.10041E+02    0.13120E-09   -0.10041E+02    0.11541E+02   -0.16114E-11    0.13120E-09   -0.16114E-11    0.28241E-14
  1172    0.11100E+04   -0.92287E+01    0.13792E-09   -0.92287E+01    0.11619E+02   -0.54732E-11    0.13792E-09   -0.54732E-11    0.28143E-14
  1173    0.11067E+04   -0.84272E+01    0.14478E-09   -0.84272E+01    0.11701E+02   -0.93144E-11    0.14478E-09   -0.93144E-11    0.28046E-14
  1174    0.11033E+04   -0.76376E+01    0.15177E-09   -0.76376E+01    0.11787E+02   -0.13135E-10    0.15177E-09   -0.13135E-10    0.27949E-14
  1175    0.10999E+04   -0.68599E+01    0.15890E-09   -0.68599E+01    0.11877E+02   -0.16935E-10    0.15890E-09   -0.16935E-10    0.27853E-14
  1176    0.10963E+04   -0.60948E+01    0.16616E-09   -0.60948E+01    0.11971E+02   -0.20715E-10    0.16616E-09   -0.20715E-10    0.27757E-14
  1177    0.10928E+04   -0.53419E+01    0.17356E-09   -0.53419E+01    0.12071E+02   -0.24473E-10    0.17356E-09   -0.24473E-10    0.27661E-14
  1178    0.10891E+04   -0.46018E+01    0.18110E-09   -0.46018E+01    0.12173E+02   -0.28211E-10    0.18110E-09   -0.28211E-10    0.27566E-14
  1179    0.10855E+04   -0.38748E+01    0.18878E-09   -0.38748E+01    0.12281E+02   -0.31929E-10    0.18878E-09   -0.31929E-10    0.27471E-14
  1180    0.10818E+04   -0.31612E+01    0.19659E-09   -0.31612E+01    0.12393E+02   -0.35626E-10    0.19659E-09   -0.35626E-10    0.27376E-14
  1181    0.10780E+04   -0.24612E+01    0.20455E-09   -0.24612E+01    0.12508E+02   -0.39302E-10    0.20455E-09   -0.39302E-10    0.27282E-14
  1182    0.10741E+04   -0.17751E+01    0.21266E-09   -0.17751E+01    0.12627E+02   -0.42957E-10    0.21266E-09   -0.42957E-10    0.27188E-14
  1183    0.10702E+04   -0.11032E+01    0.22090E-09   -0.11032E+01    0.12750E+02   -0.46591E-10    0.22090E-09   -0.46591E-10    0.27095E-14
  1184    0.10663E+04   -0.44573E+00    0.22929E-09   -0.44573E+00    0.12875E+02   -0.50205E-10    0.22929E-09   -0.50205E-10    0.27002E-14
  1185    0.10623E+04    0.19719E+00    0.23783E-09    0.19719E+00    0.13006E+02   -0.53798E-10    0.23783E-09   -0.53798E-10    0.26909E-14
  1186    0.10583E+04    0.82511E+00    0.24651E-09    0.82511E+00    0.13140E+02   -0.57370E-10    0.24651E-09   -0.57370E-10    0.26817E-14
  1187    0.10542E+04    0.14379E+01    0.25534E-09    0.14379E+01    0.13277E+02   -0.60921E-10    0.25534E-09   -0.60921E-10    0.26725E-14
  1188    0.10501E+04    0.20352E+01    0.26432E-09    0.20352E+01    0.13417E+02   -0.64451E-10    0.26432E-09   -0.64451E-10    0.26634E-14
  1189    0.10459E+04    0.26171E+01    0.27345E-09    0.26171E+01    0.13561E+02   -0.67960E-10    0.27345E-09   -0.67960E-10    0.26543E-14
  1190    0.10417E+04    0.31832E+01    0.28273E-09    0.31832E+01    0.13708E+02   -0.71448E-10    0.28273E-09   -0.71448E-10    0.26452E-14
  1191    0.10374E+04    0.37335E+01    0.29217E-09    0.37335E+01    0.13859E+02   -0.74915E-10    0.29217E-09   -0.74915E-10    0.26362E-14
  1192    0.10332E+04    0.42676E+01    0.30176E-09    0.42676E+01    0.14012E+02   -0.78361E-10    0.30176E-09   -0.78361E-10    0.26272E-14
  1193    0.10288E+04    0.47854E+01    0.31150E-09    0.47854E+01    0.14169E+02   -0.81787E-10    0.31150E-09   -0.81787E-10    0.26183E-14
  1194    0.10245E+04    0.52870E+01    0.32140E-09    0.52870E+01    0.14328E+02   -0.85191E-10    0.32140E-09   -0.85191E-10    0.26093E-14
  1195    0.10201E+04    0.57720E+01    0.33146E-09    0.57720E+01    0.14491E+02   -0.88574E-10    0.33146E-09   -0.88574E-10    0.26004E-14
  1196    0.10156E+04    0.62400E+01    0.34167E-09    0.62400E+01    0.14657E+02   -0.91936E-10    0.34167E-09   -0.91936E-10    0.25916E-14
  1197    0.10112E+04    0.66913E+01    0.35205E-09    0.66913E+01    0.14824E+02   -0.95276E-10    0.35205E-09   -0.95276E-10    0.25828E-14
  1198    0.10067E+04    0.71245E+01    0.36258E-09    0.71245E+01    0.14995E+02   -0.98596E-10    0.36258E-09   -0.98596E-10    0.25740E-14
  1199    0.10022E+04    0.75417E+01    0.37328E-09    0.75417E+01    0.15168E+02   -0.10189E-09    0.37328E-09   -0.10189E-09    0.25653E-14
  1200    0.99761E+03    0.79415E+01    0.38414E-09    0.79415E+01    0.15343E+02   -0.10517E-09    0.38414E-09   -0.10517E-09    0.25566E-14
  1201    0.99310E+03    0.83231E+01    0.39516E-09    0.83231E+01    0.15521E+02   -0.10843E-09    0.39516E-09   -0.10843E-09    0.25479E-14
  1202    0.98844E+03    0.86880E+01    0.40633E-09    0.86880E+01    0.15702E+02   -0.11166E-09    0.40633E-09   -0.11166E-09    0.25393E-14
  1203    0.98385E+03    0.90347E+01    0.41763E-09    0.90347E+01    0.15884E+02   -0.11487E-09    0.41763E-09   -0.11487E-09    0.25307E-14
  1204    0.97918E+03    0.93639E+01    0.42906E-09    0.93639E+01    0.16069E+02   -0.11806E-09    0.42906E-09   -0.11806E-09    0.25221E-14
  1205    0.97451E+03    0.96748E+01    0.44059E-09    0.96748E+01    0.16255E+02   -0.12123E-09    0.44059E-09   -0.12123E-09    0.25136E-14
  1206    0.96984E+03    0.99681E+01    0.45222E-09    0.99681E+01    0.16444E+02   -0.12437E-09    0.45222E-09   -0.12437E-09    0.25051E-14
  1207    0.96524E+03    0.10242E+02    0.46392E-09    0.10242E+02    0.16634E+02   -0.12748E-09    0.46392E-09   -0.12748E-09    0.24966E-14
  1208    0.96056E+03    0.10500E+02    0.47569E-09    0.10500E+02    0.16826E+02   -0.13058E-09    0.47569E-09   -0.13058E-09    0.24882E-14
  1209    0.95581E+03    0.10739E+02    0.48750E-09    0.10739E+02    0.17020E+02   -0.13364E-09    0.48750E-09   -0.13364E-09    0.24798E-14
  1210    0.95113E+03    0.10959E+02    0.49936E-09    0.10959E+02    0.17215E+02   -0.13668E-09    0.49936E-09   -0.13668E-09    0.24715E-14
  1211    0.94637E+03    0.11161E+02    0.51123E-09    0.11161E+02    0.17412E+02   -0.13969E-09    0.51123E-09   -0.13969E-09    0.24631E-14
  1212    0.94168E+03    0.11345E+02    0.52311E-09    0.11345E+02    0.17610E+02   -0.14268E-09    0.52311E-09   -0.14268E-09    0.24548E-14
  1213    0.93692E+03    0.11511E+02    0.53499E-09    0.11511E+02    0.17809E+02   -0.14563E-09    0.53499E-09   -0.14563E-09    0.24466E-14
  1214    0.93222E+03    0.11658E+02    0.54684E-09    0.11658E+02    0.18010E+02   -0.14856E-09    0.54684E-09   -0.14856E-09    0.24384E-14
  1215    0.92753E+03    0.11787E+02    0.55866E-09    0.11787E+02    0.18211E+02   -0.15146E-09    0.55866E-09   -0.15146E-09    0.24302E-14
  1216    0.92283E+03    0.11897E+02    0.57042E-09    0.11897E+02    0.18414E+02   -0.15433E-09    0.57042E-09   -0.15433E-09    0.24220E-14
  1217    0.91798E+03    0.11990E+02    0.58212E-09    0.11990E+02    0.18618E+02   -0.15717E-09    0.58212E-09   -0.15717E-09    0.24139E-14
  1218    0.91327E+03    0.12063E+02    0.59375E-09    0.12063E+02    0.18823E+02   -0.15997E-09    0.59375E-09   -0.15997E-09    0.24058E-14
  1219    0.90849E+03    0.12119E+02    0.60528E-09    0.12119E+02    0.19028E+02   -0.16275E-09    0.60528E-09   -0.16275E-09    0.23978E-14
  1220    0.90378E+03    0.12156E+02    0.61670E-09    0.12156E+02    0.19233E+02   -0.16549E-09    0.61670E-09   -0.16549E-09    0.23897E-14
  1221    0.89906E+03    0.12175E+02    0.62801E-09    0.12175E+02    0.19439E+02   -0.16820E-09    0.62801E-09   -0.16820E-09    0.23817E-14
  1222    0.89434E+03    0.12175E+02    0.63917E-09    0.12175E+02    0.19646E+02   -0.17088E-09    0.63917E-09   -0.17088E-09    0.23738E-14
  1223    0.88962E+03    0.12158E+02    0.65019E-09    0.12158E+02    0.19853E+02   -0.17352E-09    0.65019E-09   -0.17352E-09    0.23658E-14
  1224    0.88490E+03    0.12121E+02    0.66105E-09    0.12121E+02    0.20059E+02   -0.17613E-09    0.66105E-09   -0.17613E-09    0.23579E-14
  1225    0.88025E+03    0.12067E+02    0.67172E-09    0.12067E+02    0.20267E+02   -0.17871E-09    0.67172E-09   -0.17871E-09    0.23501E-14
  1226    0.87559E+03    0.11995E+02    0.68220E-09    0.11995E+02    0.20474E+02   -0.18124E-09    0.68220E-09   -0.18124E-09    0.23423E-14
  1227    0.87100E+03    0.11905E+02    0.69248E-09    0.11905E+02    0.20681E+02   -0.18375E-09    0.69248E-09   -0.18375E-09    0.23344E-14
  1228    0.86634E+03    0.11797E+02    0.70254E-09    0.11797E+02    0.20889E+02   -0.18621E-09    0.70254E-09   -0.18621E-09    0.23267E-14
  1229    0.86175E+03    0.11670E+02    0.71236E-09    0.11670E+02    0.21095E+02   -0.18864E-09    0.71236E-09   -0.18864E-09    0.23189E-14
  1230    0.85700E+03    0.11528E+02    0.72193E-09    0.11528E+02    0.21302E+02   -0.19103E-09    0.72193E-09   -0.19103E-09    0.23112E-14
  1231    0.85240E+03    0.11367E+02    0.73123E-09    0.11367E+02    0.21508E+02   -0.19338E-09    0.73123E-09   -0.19338E-09    0.23036E-14
  1232    0.84780E+03    0.11189E+02    0.74026E-09    0.11189E+02    0.21713E+02   -0.19570E-09    0.74026E-09   -0.19570E-09    0.22959E-14
  1233    0.84334E+03    0.10993E+02    0.74900E-09    0.10993E+02    0.21919E+02   -0.19797E-09    0.74900E-09   -0.19797E-09    0.22883E-14
  1234    0.83880E+03    0.10781E+02    0.75743E-09    0.10781E+02    0.22123E+02   -0.20020E-09    0.75743E-09   -0.20020E-09    0.22807E-14
  1235    0.83456E+03    0.10551E+02    0.76554E-09    0.10551E+02    0.22327E+02   -0.20239E-09    0.76554E-09   -0.20239E-09    0.22731E-14
  1236    0.83016E+03    0.10305E+02    0.77331E-09    0.10305E+02    0.22529E+02   -0.20454E-09    0.77331E-09   -0.20454E-09    0.22656E-14
  1237    0.82576E+03    0.10042E+02    0.78074E-09    0.10042E+02    0.22731E+02   -0.20665E-09    0.78074E-09   -0.20665E-09    0.22581E-14
  1238    0.82143E+03    0.97617E+01    0.78780E-09    0.97617E+01    0.22932E+02   -0.20872E-09    0.78780E-09   -0.20872E-09    0.22507E-14
  1239    0.81710E+03    0.94650E+01    0.79448E-09    0.94650E+01    0.23131E+02   -0.21074E-09    0.79448E-09   -0.21074E-09    0.22432E-14
  1240    0.81276E+03    0.91530E+01    0.80078E-09    0.91530E+01    0.23329E+02   -0.21272E-09    0.80078E-09   -0.21272E-09    0.22358E-14
  1241    0.80857E+03    0.88243E+01    0.80666E-09    0.88243E+01    0.23525E+02   -0.21466E-09    0.80666E-09   -0.21466E-09    0.22284E-14
  1242    0.80430E+03    0.84811E+01    0.81213E-09    0.84811E+01    0.23722E+02   -0.21655E-09    0.81213E-09   -0.21655E-09    0.22211E-14
  1243    0.80010E+03    0.81202E+01    0.81716E-09    0.81202E+01    0.23915E+02   -0.21840E-09    0.81716E-09   -0.21840E-09    0.22138E-14
  1244    0.79597E+03    0.77453E+01    0.82174E-09    0.77453E+01    0.24109E+02   -0.22020E-09    0.82174E-09   -0.22020E-09    0.22065E-14
  1245    0.79190E+03    0.73548E+01    0.82586E-09    0.73548E+01    0.24300E+02   -0.22195E-09    0.82586E-09   -0.22195E-09    0.21992E-14
  1246    0.78784E+03    0.69505E+01    0.82950E-09    0.69505E+01    0.24489E+02   -0.22365E-09    0.82950E-09   -0.22365E-09    0.21920E-14
  1247    0.78377E+03    0.65306E+01    0.83265E-09    0.65306E+01    0.24676E+02   -0.22531E-09    0.83265E-09   -0.22531E-09    0.21848E-14
  1248    0.77977E+03    0.60959E+01    0.83529E-09    0.60959E+01    0.24861E+02   -0.22692E-09    0.83529E-09   -0.22692E-09    0.21776E-14
  1249    0.77584E+03    0.56472E+01    0.83741E-09    0.56472E+01    0.25046E+02   -0.22848E-09    0.83741E-09   -0.22848E-09    0.21705E-14
  1250    0.77198E+03    0.51844E+01    0.83900E-09    0.51844E+01    0.25228E+02   -0.23000E-09    0.83900E-09   -0.23000E-09    0.21633E-14
  1251    0.76812E+03    0.47076E+01    0.84004E-09    0.47076E+01    0.25407E+02   -0.23146E-09    0.84004E-09   -0.23146E-09    0.21562E-14
  1252    0.76440E+03    0.42170E+01    0.84056E-09    0.42170E+01    0.25585E+02   -0.23287E-09    0.84056E-09   -0.23287E-09    0.21492E-14
  1253    0.76060E+03    0.37133E+01    0.84057E-09    0.37133E+01    0.25760E+02   -0.23424E-09    0.84057E-09   -0.23424E-09    0.21421E-14
  1254    0.75687E+03    0.31964E+01    0.84009E-09    0.31964E+01    0.25932E+02   -0.23555E-09    0.84009E-09   -0.23555E-09    0.21351E-14
  1255    0.75321E+03    0.26666E+01    0.83915E-09    0.26666E+01    0.26103E+02   -0.23682E-09    0.83915E-09   -0.23682E-09    0.21281E-14
  1256    0.74970E+03    0.21244E+01    0.83776E-09    0.21244E+01    0.26270E+02   -0.23804E-09    0.83776E-09   -0.23804E-09    0.21212E-14
  1257    0.74618E+03    0.15698E+01    0.83594E-09    0.15698E+01    0.26436E+02   -0.23922E-09    0.83594E-09   -0.23922E-09    0.21143E-14
  1258    0.74265E+03    0.10033E+01    0.83373E-09    0.10033E+01    0.26598E+02   -0.24035E-09    0.83373E-09   -0.24035E-09    0.21074E-14
  1259    0.73920E+03    0.42508E+00    0.83112E-09    0.42508E+00    0.26758E+02   -0.24143E-09    0.83112E-09   -0.24143E-09    0.21005E-14
  1260    0.73582E+03   -0.16448E+00    0.82816E-09   -0.16448E+00    0.26914E+02   -0.24247E-09    0.82816E-09   -0.24247E-09    0.20936E-14
  1261    0.73251E+03   -0.76520E+00    0.82485E-09   -0.76520E+00    0.27069E+02   -0.24347E-09    0.82485E-09   -0.24347E-09    0.20868E-14
  1262    0.72926E+03   -0.13766E+01    0.82122E-09   -0.13766E+01    0.27221E+02   -0.24442E-09    0.82122E-09   -0.24442E-09    0.20800E-14
  1263    0.72609E+03   -0.19986E+01    0.81728E-09   -0.19986E+01    0.27369E+02   -0.24533E-09    0.81728E-09   -0.24533E-09    0.20733E-14
  1264    0.72292E+03   -0.26311E+01    0.81307E-09   -0.26311E+01    0.27515E+02   -0.24620E-09    0.81307E-09   -0.24620E-09    0.20665E-14
  1265    0.71989E+03   -0.32735E+01    0.80860E-09   -0.32735E+01    0.27657E+02   -0.24703E-09    0.80860E-09   -0.24703E-09    0.20598E-14
  1266    0.71685E+03   -0.39253E+01    0.80388E-09   -0.39253E+01    0.27796E+02   -0.24781E-09    0.80388E-09   -0.24781E-09    0.20531E-14
  1267    0.71389E+03   -0.45867E+01    0.79895E-09   -0.45867E+01    0.27932E+02   -0.24856E-09    0.79895E-09   -0.24856E-09    0.20465E-14
  1268    0.71100E+03   -0.52572E+01    0.79382E-09   -0.52572E+01    0.28066E+02   -0.24926E-09    0.79382E-09   -0.24926E-09    0.20398E-14
  1269    0.70819E+03   -0.59360E+01    0.78851E-09   -0.59360E+01    0.28194E+02   -0.24993E-09    0.78851E-09   -0.24993E-09    0.20332E-14
  1270    0.70543E+03   -0.66241E+01    0.78305E-09   -0.66241E+01    0.28320E+02   -0.25056E-09    0.78305E-09   -0.25056E-09    0.20266E-14
  1271    0.70274E+03   -0.73198E+01    0.77744E-09   -0.73198E+01    0.28443E+02   -0.25115E-09    0.77744E-09   -0.25115E-09    0.20201E-14
  1272    0.70010E+03   -0.80233E+01    0.77172E-09   -0.80233E+01    0.28562E+02   -0.25170E-09    0.77172E-09   -0.25170E-09    0.20135E-14
  1273    0.69751E+03   -0.87344E+01    0.76591E-09   -0.87344E+01    0.28677E+02   -0.25222E-09    0.76591E-09   -0.25222E-09    0.20070E-14
  1274    0.69499E+03   -0.94524E+01    0.76002E-09   -0.94524E+01    0.28788E+02   -0.25270E-09    0.76002E-09   -0.25270E-09    0.20005E-14
  1275    0.69254E+03   -0.10177E+02    0.75408E-09   -0.10177E+02    0.28897E+02   -0.25315E-09    0.75408E-09   -0.25315E-09    0.19941E-14
  1276    0.69015E+03   -0.10908E+02    0.74810E-09   -0.10908E+02    0.29001E+02   -0.25356E-09    0.74810E-09   -0.25356E-09    0.19876E-14
  1277    0.68783E+03   -0.11645E+02    0.74211E-09   -0.11645E+02    0.29103E+02   -0.25393E-09    0.74211E-09   -0.25393E-09    0.19812E-14
  1278    0.68557E+03   -0.12388E+02    0.73613E-09   -0.12388E+02    0.29200E+02   -0.25428E-09    0.73613E-09   -0.25428E-09    0.19749E-14
  1279    0.68338E+03   -0.13136E+02    0.73018E-09   -0.13136E+02    0.29293E+02   -0.25459E-09    0.73018E-09   -0.25459E-09    0.19685E-14
  1280    0.68126E+03   -0.13890E+02    0.72427E-09   -0.13890E+02    0.29383E+02   -0.25487E-09    0.72427E-09   -0.25487E-09    0.19622E-14
  1281    0.67921E+03   -0.14648E+02    0.71844E-09   -0.14648E+02    0.29469E+02   -0.25511E-09    0.71844E-09   -0.25511E-09    0.19558E-14
  1282    0.67722E+03   -0.15411E+02    0.71270E-09   -0.15411E+02    0.29550E+02   -0.25533E-09    0.71270E-09   -0.25533E-09    0.19496E-14
  1283    0.67530E+03   -0.16177E+02    0.70706E-09   -0.16177E+02    0.29629E+02   -0.25551E-09    0.70706E-09   -0.25551E-09    0.19433E-14
  1284    0.67346E+03   -0.16948E+02    0.70156E-09   -0.16948E+02    0.29703E+02   -0.25566E-09    0.70156E-09   -0.25566E-09    0.19371E-14
  1285    0.67167E+03   -0.17722E+02    0.69621E-09   -0.17722E+02    0.29773E+02   -0.25579E-09    0.69621E-09   -0.25579E-09    0.19308E-14
  1286    0.66995E+03   -0.18499E+02    0.69103E-09   -0.18499E+02    0.29839E+02   -0.25589E-09    0.69103E-09   -0.25589E-09    0.19247E-14
  1287    0.66830E+03   -0.19279E+02    0.68604E-09   -0.19279E+02    0.29901E+02   -0.25595E-09    0.68604E-09   -0.25595E-09    0.19185E-14
  1288    0.66672E+03   -0.20061E+02    0.68127E-09   -0.20061E+02    0.29958E+02   -0.25599E-09    0.68127E-09   -0.25599E-09    0.19123E-14
  1289    0.66521E+03   -0.20845E+02    0.67674E-09   -0.20845E+02    0.30013E+02   -0.25601E-09    0.67674E-09   -0.25601E-09    0.19062E-14
  1290    0.66376E+03   -0.21631E+02    0.67245E-09   -0.21631E+02    0.30062E+02   -0.25600E-09    0.67245E-09   -0.25600E-09    0.19001E-14
  1291    0.66238E+03   -0.22418E+02    0.66845E-09   -0.22418E+02    0.30108E+02   -0.25596E-09    0.66845E-09   -0.25596E-09    0.18941E-14
  1292    0.66107E+03   -0.23207E+02    0.66474E-09   -0.23207E+02    0.30148E+02   -0.25589E-09    0.66474E-09   -0.25589E-09    0.18880E-14
  1293    0.65982E+03   -0.23998E+02    0.66134E-09   -0.23998E+02    0.30186E+02   -0.25581E-09    0.66134E-09   -0.25581E-09    0.18820E-14
  1294    0.65865E+03   -0.24786E+02    0.65829E-09   -0.24786E+02    0.30219E+02   -0.25569E-09    0.65829E-09   -0.25569E-09    0.18760E-14
  1295    0.65754E+03   -0.25576E+02    0.65559E-09   -0.25576E+02    0.30248E+02   -0.25556E-09    0.65559E-09   -0.25556E-09    0.18700E-14
  1296    0.65649E+03   -0.26364E+02    0.65327E-09   -0.26364E+02    0.30274E+02   -0.25540E-09    0.65327E-09   -0.25540E-09    0.18640E-14
  1297    0.65552E+03   -0.27152E+02    0.65135E-09   -0.27152E+02    0.30295E+02   -0.25522E-09    0.65135E-09   -0.25522E-09    0.18581E-14
  1298    0.65461E+03   -0.27940E+02    0.64985E-09   -0.27940E+02    0.30312E+02   -0.25502E-09    0.64985E-09   -0.25502E-09    0.18522E-14
  1299    0.65375E+03   -0.28726E+02    0.64879E-09   -0.28726E+02    0.30325E+02   -0.25480E-09    0.64879E-09   -0.25480E-09    0.18463E-14
  1300    0.65298E+03   -0.29511E+02    0.64819E-09   -0.29511E+02    0.30332E+02   -0.25456E-09    0.64819E-09   -0.25456E-09    0.18404E-14
  1301    0.65227E+03   -0.30293E+02    0.64806E-09   -0.30293E+02    0.30337E+02   -0.25429E-09    0.64806E-09   -0.25429E-09    0.18346E-14
  1302    0.65161E+03   -0.31072E+02    0.64840E-09   -0.31072E+02    0.30337E+02   -0.25401E-09    0.64840E-09   -0.25401E-09    0.18288E-14
  1303    0.65102E+03   -0.31850E+02    0.64918E-09   -0.31850E+02    0.30333E+02   -0.25371E-09    0.64918E-09   -0.25371E-09    0.18230E-14
  1304    0.65050E+03   -0.32624E+02    0.65038E-09   -0.32624E+02    0.30325E+02   -0.25339E-09    0.65038E-09   -0.25339E-09    0.18172E-14
  1305    0.65004E+03   -0.33396E+02    0.65197E-09   -0.33396E+02    0.30313E+02   -0.25305E-09    0.65197E-09   -0.25305E-09    0.18114E-14
  1306    0.64963E+03   -0.34164E+02    0.65395E-09   -0.34164E+02    0.30297E+02   -0.25269E-09    0.65395E-09   -0.25269E-09    0.18057E-14
  1307    0.64931E+03   -0.34926E+02    0.65628E-09   -0.34926E+02    0.30277E+02   -0.25231E-09    0.65628E-09   -0.25231E-09    0.18000E-14
  1308    0.64903E+03   -0.35687E+02    0.65895E-09   -0.35687E+02    0.30252E+02   -0.25191E-09    0.65895E-09   -0.25191E-09    0.17943E-14
  1309    0.64881E+03   -0.36441E+02    0.66193E-09   -0.36441E+02    0.30222E+02   -0.25148E-09    0.66193E-09   -0.25148E-09    0.17886E-14
  1310    0.64867E+03   -0.37191E+02    0.66521E-09   -0.37191E+02    0.30189E+02   -0.25104E-09    0.66521E-09   -0.25104E-09    0.17829E-14
  1311    0.64857E+03   -0.37936E+02    0.66877E-09   -0.37936E+02    0.30152E+02   -0.25058E-09    0.66877E-09   -0.25058E-09    0.17773E-14
  1312    0.64856E+03   -0.38674E+02    0.67258E-09   -0.38674E+02    0.30112E+02   -0.25010E-09    0.67258E-09   -0.25010E-09    0.17717E-14
  1313    0.64859E+03   -0.39408E+02    0.67663E-09   -0.39408E+02    0.30066E+02   -0.24959E-09    0.67663E-09   -0.24959E-09    0.17661E-14
  1314    0.64868E+03   -0.40134E+02    0.68089E-09   -0.40134E+02    0.30017E+02   -0.24907E-09    0.68089E-09   -0.24907E-09    0.17605E-14
  1315    0.64882E+03   -0.40854E+02    0.68534E-09   -0.40854E+02    0.29965E+02   -0.24852E-09    0.68534E-09   -0.24852E-09    0.17550E-14
  1316    0.64903E+03   -0.41568E+02    0.68996E-09   -0.41568E+02    0.29907E+02   -0.24796E-09    0.68996E-09   -0.24796E-09    0.17495E-14
  1317    0.64930E+03   -0.42274E+02    0.69474E-09   -0.42274E+02    0.29847E+02   -0.24737E-09    0.69474E-09   -0.24737E-09    0.17440E-14
  1318    0.64961E+03   -0.42973E+02    0.69964E-09   -0.42973E+02    0.29782E+02   -0.24676E-09    0.69964E-09   -0.24676E-09    0.17385E-14
