#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1595    0.36048E+03   -0.92828E+01   -0.12984E-08   -0.92828E+01    0.21195E+02    0.81696E-10   -0.12984E-08    0.81696E-10    0.11911E-14
  1596    0.35935E+03   -0.97523E+01   -0.12896E-08   -0.97523E+01    0.21195E+02    0.81307E-10   -0.12896E-08    0.81307E-10    0.11877E-14
  1597    0.35825E+03   -0.10221E+02   -0.12862E-08   -0.10221E+02    0.21193E+02    0.81023E-10   -0.12862E-08    0.81023E-10    0.11844E-14
  1598    0.35719E+03   -0.10690E+02   -0.12886E-08   -0.10690E+02    0.21187E+02    0.80851E-10   -0.12886E-08    0.80851E-10    0.11811E-14
  1599    0.35616E+03   -0.11157E+02   -0.12969E-08   -0.11157E+02    0.21179E+02    0.80794E-10   -0.12969E-08    0.80794E-10    0.11778E-14
  1600    0.35518E+03   -0.11624E+02   -0.13114E-08   -0.11624E+02    0.21169E+02    0.80858E-10   -0.13114E-08    0.80858E-10    0.11746E-14
  1601    0.35423E+03   -0.12088E+02   -0.13323E-08   -0.12088E+02    0.21156E+02    0.81046E-10   -0.13323E-08    0.81046E-10    0.11713E-14
  1602    0.35331E+03   -0.12552E+02   -0.13593E-08   -0.12552E+02    0.21140E+02    0.81355E-10   -0.13593E-08    0.81355E-10    0.11680E-14
  1603    0.35245E+03   -0.13014E+02   -0.13922E-08   -0.13014E+02    0.21121E+02    0.81779E-10   -0.13922E-08    0.81779E-10    0.11648E-14
  1604    0.35161E+03   -0.13474E+02   -0.14308E-08   -0.13474E+02    0.21099E+02    0.82313E-10   -0.14308E-08    0.82313E-10    0.11616E-14
  1605    0.35082E+03   -0.13932E+02   -0.14748E-08   -0.13932E+02    0.21076E+02    0.82952E-10   -0.14748E-08    0.82952E-10    0.11583E-14
  1606    0.35006E+03   -0.14388E+02   -0.15239E-08   -0.14388E+02    0.21049E+02    0.83691E-10   -0.15239E-08    0.83691E-10    0.11551E-14
  1607    0.34933E+03   -0.14842E+02   -0.15779E-08   -0.14842E+02    0.21020E+02    0.84524E-10   -0.15779E-08    0.84524E-10    0.11519E-14
  1608    0.34863E+03   -0.15293E+02   -0.16365E-08   -0.15293E+02    0.20989E+02    0.85447E-10   -0.16365E-08    0.85447E-10    0.11487E-14
  1609    0.34799E+03   -0.15742E+02   -0.16994E-08   -0.15742E+02    0.20954E+02    0.86453E-10   -0.16994E-08    0.86453E-10    0.11455E-14
  1610    0.34737E+03   -0.16188E+02   -0.17665E-08   -0.16188E+02    0.20917E+02    0.87539E-10   -0.17665E-08    0.87539E-10    0.11423E-14
  1611    0.34679E+03   -0.16630E+02   -0.18374E-08   -0.16630E+02    0.20877E+02    0.88698E-10   -0.18374E-08    0.88698E-10    0.11392E-14
  1612    0.34625E+03   -0.17070E+02   -0.19118E-08   -0.17070E+02    0.20835E+02    0.89926E-10   -0.19118E-08    0.89926E-10    0.11360E-14
  1613    0.34573E+03   -0.17507E+02   -0.19896E-08   -0.17507E+02    0.20790E+02    0.91216E-10   -0.19896E-08    0.91216E-10    0.11329E-14
  1614    0.34525E+03   -0.17940E+02   -0.20704E-08   -0.17940E+02    0.20743E+02    0.92565E-10   -0.20704E-08    0.92565E-10    0.11297E-14
  1615    0.34481E+03   -0.18369E+02   -0.21541E-08   -0.18369E+02    0.20693E+02    0.93967E-10   -0.21541E-08    0.93967E-10    0.11266E-14
  1616    0.34440E+03   -0.18795E+02   -0.22403E-08   -0.18795E+02    0.20640E+02    0.95416E-10   -0.22403E-08    0.95416E-10    0.11235E-14
  1617    0.34402E+03   -0.19216E+02   -0.23287E-08   -0.19216E+02    0.20586E+02    0.96908E-10   -0.23287E-08    0.96908E-10    0.11204E-14
  1618    0.34368E+03   -0.19634E+02   -0.24192E-08   -0.19634E+02    0.20529E+02    0.98436E-10   -0.24192E-08    0.98436E-10    0.11173E-14
  1619    0.34335E+03   -0.20047E+02   -0.25114E-08   -0.20047E+02    0.20469E+02    0.99997E-10   -0.25114E-08    0.99997E-10    0.11142E-14
  1620    0.34308E+03   -0.20457E+02   -0.26052E-08   -0.20457E+02    0.20407E+02    0.10158E-09   -0.26052E-08    0.10158E-09    0.11111E-14
  1621    0.34283E+03   -0.20861E+02   -0.27002E-08   -0.20861E+02    0.20342E+02    0.10319E-09   -0.27002E-08    0.10319E-09    0.11080E-14
  1622    0.34262E+03   -0.21261E+02   -0.27961E-08   -0.21261E+02    0.20276E+02    0.10482E-09   -0.27961E-08    0.10482E-09    0.11050E-14
  1623    0.34242E+03   -0.21657E+02   -0.28928E-08   -0.21657E+02    0.20207E+02    0.10646E-09   -0.28928E-08    0.10646E-09    0.11019E-14
  1624    0.34227E+03   -0.22047E+02   -0.29900E-08   -0.22047E+02    0.20136E+02    0.10810E-09   -0.29900E-08    0.10810E-09    0.10989E-14
  1625    0.34215E+03   -0.22432E+02   -0.30874E-08   -0.22432E+02    0.20061E+02    0.10974E-09   -0.30874E-08    0.10974E-09    0.10959E-14
  1626    0.34205E+03   -0.22813E+02   -0.31847E-08   -0.22813E+02    0.19986E+02    0.11138E-09   -0.31847E-08    0.11138E-09    0.10928E-14
  1627    0.34197E+03   -0.23187E+02   -0.32817E-08   -0.23187E+02    0.19907E+02    0.11301E-09   -0.32817E-08    0.11301E-09    0.10898E-14
  1628    0.34193E+03   -0.23557E+02   -0.33781E-08   -0.23557E+02    0.19827E+02    0.11462E-09   -0.33781E-08    0.11462E-09    0.10868E-14
  1629    0.34192E+03   -0.23920E+02   -0.34737E-08   -0.23920E+02    0.19745E+02    0.11622E-09   -0.34737E-08    0.11622E-09    0.10838E-14
  1630    0.34193E+03   -0.24278E+02   -0.35682E-08   -0.24278E+02    0.19661E+02    0.11779E-09   -0.35682E-08    0.11779E-09    0.10809E-14
  1631    0.34196E+03   -0.24630E+02   -0.36613E-08   -0.24630E+02    0.19574E+02    0.11932E-09   -0.36613E-08    0.11932E-09    0.10779E-14
  1632    0.34203E+03   -0.24976E+02   -0.37528E-08   -0.24976E+02    0.19485E+02    0.12083E-09   -0.37528E-08    0.12083E-09    0.10749E-14
  1633    0.34212E+03   -0.25316E+02   -0.38425E-08   -0.25316E+02    0.19394E+02    0.12229E-09   -0.38425E-08    0.12229E-09    0.10720E-14
  1634    0.34225E+03   -0.25650E+02   -0.39301E-08   -0.25650E+02    0.19302E+02    0.12370E-09   -0.39301E-08    0.12370E-09    0.10690E-14
  1635    0.34239E+03   -0.25978E+02   -0.40152E-08   -0.25978E+02    0.19208E+02    0.12507E-09   -0.40152E-08    0.12507E-09    0.10661E-14
  1636    0.34255E+03   -0.26299E+02   -0.40977E-08   -0.26299E+02    0.19110E+02    0.12637E-09   -0.40977E-08    0.12637E-09    0.10631E-14
  1637    0.34274E+03   -0.26614E+02   -0.41773E-08   -0.26614E+02    0.19012E+02    0.12762E-09   -0.41773E-08    0.12762E-09    0.10602E-14
  1638    0.34295E+03   -0.26921E+02   -0.42537E-08   -0.26921E+02    0.18912E+02    0.12880E-09   -0.42537E-08    0.12880E-09    0.10573E-14
  1639    0.34319E+03   -0.27222E+02   -0.43267E-08   -0.27222E+02    0.18810E+02    0.12990E-09   -0.43267E-08    0.12990E-09    0.10544E-14
  1640    0.34344E+03   -0.27517E+02   -0.43960E-08   -0.27517E+02    0.18706E+02    0.13093E-09   -0.43960E-08    0.13093E-09    0.10515E-14
  1641    0.34371E+03   -0.27805E+02   -0.44614E-08   -0.27805E+02    0.18601E+02    0.13188E-09   -0.44614E-08    0.13188E-09    0.10486E-14
  1642    0.34401E+03   -0.28084E+02   -0.45226E-08   -0.28084E+02    0.18494E+02    0.13273E-09   -0.45226E-08    0.13273E-09    0.10458E-14
  1643    0.34432E+03   -0.28357E+02   -0.45793E-08   -0.28357E+02    0.18387E+02    0.13350E-09   -0.45793E-08    0.13350E-09    0.10429E-14
  1644    0.34464E+03   -0.28625E+02   -0.46312E-08   -0.28625E+02    0.18275E+02    0.13417E-09   -0.46312E-08    0.13417E-09    0.10400E-14
  1645    0.34499E+03   -0.28883E+02   -0.46782E-08   -0.28883E+02    0.18163E+02    0.13473E-09   -0.46782E-08    0.13473E-09    0.10372E-14
  1646    0.34534E+03   -0.29135E+02   -0.47200E-08   -0.29135E+02    0.18051E+02    0.13518E-09   -0.47200E-08    0.13518E-09    0.10343E-14
  1647    0.34573E+03   -0.29377E+02   -0.47562E-08   -0.29377E+02    0.17936E+02    0.13552E-09   -0.47562E-08    0.13552E-09    0.10315E-14
  1648    0.34613E+03   -0.29614E+02   -0.47867E-08   -0.29614E+02    0.17820E+02    0.13575E-09   -0.47867E-08    0.13575E-09    0.10287E-14
  1649    0.34654E+03   -0.29843E+02   -0.48112E-08   -0.29843E+02    0.17703E+02    0.13584E-09   -0.48112E-08    0.13584E-09    0.10259E-14
  1650    0.34697E+03   -0.30064E+02   -0.48294E-08   -0.30064E+02    0.17584E+02    0.13581E-09   -0.48294E-08    0.13581E-09    0.10231E-14
  1651    0.34741E+03   -0.30278E+02   -0.48411E-08   -0.30278E+02    0.17465E+02    0.13564E-09   -0.48411E-08    0.13564E-09    0.10203E-14
  1652    0.34787E+03   -0.30483E+02   -0.48465E-08   -0.30483E+02    0.17343E+02    0.13535E-09   -0.48465E-08    0.13535E-09    0.10175E-14
  1653    0.34833E+03   -0.30679E+02   -0.48457E-08   -0.30679E+02    0.17221E+02    0.13492E-09   -0.48457E-08    0.13492E-09    0.10147E-14
  1654    0.34881E+03   -0.30870E+02   -0.48389E-08   -0.30870E+02    0.17099E+02    0.13438E-09   -0.48389E-08    0.13438E-09    0.10119E-14
  1655    0.34930E+03   -0.31050E+02   -0.48264E-08   -0.31050E+02    0.16975E+02    0.13371E-09   -0.48264E-08    0.13371E-09    0.10092E-14
  1656    0.34980E+03   -0.31224E+02   -0.48082E-08   -0.31224E+02    0.16849E+02    0.13293E-09   -0.48082E-08    0.13293E-09    0.10064E-14
  1657    0.35030E+03   -0.31389E+02   -0.47846E-08   -0.31389E+02    0.16723E+02    0.13203E-09   -0.47846E-08    0.13203E-09    0.10037E-14
  1658    0.35083E+03   -0.31547E+02   -0.47558E-08   -0.31547E+02    0.16596E+02    0.13103E-09   -0.47558E-08    0.13103E-09    0.10009E-14
  1659    0.35137E+03   -0.31696E+02   -0.47220E-08   -0.31696E+02    0.16467E+02    0.12992E-09   -0.47220E-08    0.12992E-09    0.99821E-15
  1660    0.35190E+03   -0.31836E+02   -0.46833E-08   -0.31836E+02    0.16339E+02    0.12871E-09   -0.46833E-08    0.12871E-09    0.99549E-15
  1661    0.35245E+03   -0.31970E+02   -0.46400E-08   -0.31970E+02    0.16209E+02    0.12741E-09   -0.46400E-08    0.12741E-09    0.99278E-15
  1662    0.35300E+03   -0.32095E+02   -0.45921E-08   -0.32095E+02    0.16079E+02    0.12601E-09   -0.45921E-08    0.12601E-09    0.99007E-15
  1663    0.35356E+03   -0.32211E+02   -0.45400E-08   -0.32211E+02    0.15948E+02    0.12452E-09   -0.45400E-08    0.12452E-09    0.98738E-15
  1664    0.35412E+03   -0.32319E+02   -0.44838E-08   -0.32319E+02    0.15815E+02    0.12295E-09   -0.44838E-08    0.12295E-09    0.98469E-15
  1665    0.35470E+03   -0.32419E+02   -0.44236E-08   -0.32419E+02    0.15683E+02    0.12129E-09   -0.44236E-08    0.12129E-09    0.98201E-15
  1666    0.35528E+03   -0.32513E+02   -0.43598E-08   -0.32513E+02    0.15550E+02    0.11956E-09   -0.43598E-08    0.11956E-09    0.97934E-15
  1667    0.35586E+03   -0.32596E+02   -0.42923E-08   -0.32596E+02    0.15416E+02    0.11775E-09   -0.42923E-08    0.11775E-09    0.97668E-15
  1668    0.35645E+03   -0.32672E+02   -0.42216E-08   -0.32672E+02    0.15282E+02    0.11588E-09   -0.42216E-08    0.11588E-09    0.97403E-15
  1669    0.35705E+03   -0.32739E+02   -0.41476E-08   -0.32739E+02    0.15148E+02    0.11393E-09   -0.41476E-08    0.11393E-09    0.97138E-15
  1670    0.35764E+03   -0.32798E+02   -0.40707E-08   -0.32798E+02    0.15013E+02    0.11192E-09   -0.40707E-08    0.11192E-09    0.96874E-15
  1671    0.35824E+03   -0.32850E+02   -0.39910E-08   -0.32850E+02    0.14878E+02    0.10986E-09   -0.39910E-08    0.10986E-09    0.96611E-15
  1672    0.35884E+03   -0.32893E+02   -0.39087E-08   -0.32893E+02    0.14742E+02    0.10774E-09   -0.39087E-08    0.10774E-09    0.96349E-15
  1673    0.35944E+03   -0.32928E+02   -0.38240E-08   -0.32928E+02    0.14605E+02    0.10556E-09   -0.38240E-08    0.10556E-09    0.96088E-15
  1674    0.36005E+03   -0.32955E+02   -0.37370E-08   -0.32955E+02    0.14470E+02    0.10334E-09   -0.37370E-08    0.10334E-09    0.95827E-15
  1675    0.36064E+03   -0.32973E+02   -0.36480E-08   -0.32973E+02    0.14333E+02    0.10108E-09   -0.36480E-08    0.10108E-09    0.95567E-15
  1676    0.36124E+03   -0.32984E+02   -0.35572E-08   -0.32984E+02    0.14196E+02    0.98775E-10   -0.35572E-08    0.98775E-10    0.95308E-15
  1677    0.36185E+03   -0.32987E+02   -0.34647E-08   -0.32987E+02    0.14060E+02    0.96435E-10   -0.34647E-08    0.96435E-10    0.95050E-15
  1678    0.36244E+03   -0.32981E+02   -0.33707E-08   -0.32981E+02    0.13922E+02    0.94061E-10   -0.33707E-08    0.94061E-10    0.94793E-15
  1679    0.36303E+03   -0.32968E+02   -0.32754E-08   -0.32968E+02    0.13786E+02    0.91659E-10   -0.32754E-08    0.91659E-10    0.94536E-15
  1680    0.36363E+03   -0.32946E+02   -0.31790E-08   -0.32946E+02    0.13649E+02    0.89232E-10   -0.31790E-08    0.89232E-10    0.94280E-15
  1681    0.36422E+03   -0.32917E+02   -0.30817E-08   -0.32917E+02    0.13511E+02    0.86784E-10   -0.30817E-08    0.86784E-10    0.94025E-15
  1682    0.36480E+03   -0.32881E+02   -0.29836E-08   -0.32881E+02    0.13375E+02    0.84318E-10   -0.29836E-08    0.84318E-10    0.93771E-15
  1683    0.36539E+03   -0.32836E+02   -0.28850E-08   -0.32836E+02    0.13239E+02    0.81839E-10   -0.28850E-08    0.81839E-10    0.93517E-15
  1684    0.36596E+03   -0.32785E+02   -0.27861E-08   -0.32785E+02    0.13103E+02    0.79350E-10   -0.27861E-08    0.79350E-10    0.93264E-15
  1685    0.36654E+03   -0.32725E+02   -0.26870E-08   -0.32725E+02    0.12967E+02    0.76854E-10   -0.26870E-08    0.76854E-10    0.93012E-15
  1686    0.36711E+03   -0.32657E+02   -0.25879E-08   -0.32657E+02    0.12832E+02    0.74357E-10   -0.25879E-08    0.74357E-10    0.92761E-15
  1687    0.36766E+03   -0.32582E+02   -0.24890E-08   -0.32582E+02    0.12696E+02    0.71861E-10   -0.24890E-08    0.71861E-10    0.92511E-15
  1688    0.36822E+03   -0.32500E+02   -0.23905E-08   -0.32500E+02    0.12562E+02    0.69370E-10   -0.23905E-08    0.69370E-10    0.92261E-15
  1689    0.36876E+03   -0.32410E+02   -0.22926E-08   -0.32410E+02    0.12428E+02    0.66889E-10   -0.22926E-08    0.66889E-10    0.92012E-15
  1690    0.36929E+03   -0.32313E+02   -0.21955E-08   -0.32313E+02    0.12294E+02    0.64420E-10   -0.21955E-08    0.64420E-10    0.91764E-15
  1691    0.36982E+03   -0.32209E+02   -0.20993E-08   -0.32209E+02    0.12162E+02    0.61968E-10   -0.20993E-08    0.61968E-10    0.91516E-15
  1692    0.37034E+03   -0.32098E+02   -0.20042E-08   -0.32098E+02    0.12029E+02    0.59537E-10   -0.20042E-08    0.59537E-10    0.91269E-15
  1693    0.37085E+03   -0.31979E+02   -0.19105E-08   -0.31979E+02    0.11897E+02    0.57129E-10   -0.19105E-08    0.57129E-10    0.91024E-15
  1694    0.37134E+03   -0.31855E+02   -0.18183E-08   -0.31855E+02    0.11767E+02    0.54750E-10   -0.18183E-08    0.54750E-10    0.90778E-15
  1695    0.37183E+03   -0.31722E+02   -0.17278E-08   -0.31722E+02    0.11635E+02    0.52403E-10   -0.17278E-08    0.52403E-10    0.90534E-15
  1696    0.37231E+03   -0.31584E+02   -0.16392E-08   -0.31584E+02    0.11506E+02    0.50091E-10   -0.16392E-08    0.50091E-10    0.90290E-15
  1697    0.37276E+03   -0.31438E+02   -0.15527E-08   -0.31438E+02    0.11377E+02    0.47818E-10   -0.15527E-08    0.47818E-10    0.90047E-15
  1698    0.37322E+03   -0.31287E+02   -0.14685E-08   -0.31287E+02    0.11250E+02    0.45589E-10   -0.14685E-08    0.45589E-10    0.89805E-15
  1699    0.37366E+03   -0.31128E+02   -0.13867E-08   -0.31128E+02    0.11123E+02    0.43407E-10   -0.13867E-08    0.43407E-10    0.89563E-15
  1700    0.37408E+03   -0.30964E+02   -0.13075E-08   -0.30964E+02    0.10996E+02    0.41275E-10   -0.13075E-08    0.41275E-10    0.89322E-15
  1701    0.37449E+03   -0.30793E+02   -0.12311E-08   -0.30793E+02    0.10872E+02    0.39197E-10   -0.12311E-08    0.39197E-10    0.89082E-15
  1702    0.37489E+03   -0.30616E+02   -0.11576E-08   -0.30616E+02    0.10748E+02    0.37172E-10   -0.11576E-08    0.37172E-10    0.88843E-15
  1703    0.37527E+03   -0.30433E+02   -0.10868E-08   -0.30433E+02    0.10625E+02    0.35199E-10   -0.10868E-08    0.35199E-10    0.88604E-15
  1704    0.37564E+03   -0.30244E+02   -0.10186E-08   -0.30244E+02    0.10503E+02    0.33277E-10   -0.10186E-08    0.33277E-10    0.88366E-15
  1705    0.37599E+03   -0.30050E+02   -0.95321E-09   -0.30050E+02    0.10383E+02    0.31403E-10   -0.95321E-09    0.31403E-10    0.88129E-15
  1706    0.37633E+03   -0.29849E+02   -0.89040E-09   -0.29849E+02    0.10262E+02    0.29577E-10   -0.89040E-09    0.29577E-10    0.87893E-15
  1707    0.37665E+03   -0.29644E+02   -0.83019E-09   -0.29644E+02    0.10144E+02    0.27798E-10   -0.83019E-09    0.27798E-10    0.87657E-15
  1708    0.37696E+03   -0.29432E+02   -0.77253E-09   -0.29432E+02    0.10027E+02    0.26063E-10   -0.77253E-09    0.26063E-10    0.87422E-15
  1709    0.37725E+03   -0.29215E+02   -0.71738E-09   -0.29215E+02    0.99115E+01    0.24372E-10   -0.71738E-09    0.24372E-10    0.87187E-15
  1710    0.37752E+03   -0.28992E+02   -0.66471E-09   -0.28992E+02    0.97982E+01    0.22723E-10   -0.66471E-09    0.22723E-10    0.86954E-15
  1711    0.37777E+03   -0.28764E+02   -0.61448E-09   -0.28764E+02    0.96861E+01    0.21115E-10   -0.61448E-09    0.21115E-10    0.86721E-15
  1712    0.37801E+03   -0.28531E+02   -0.56664E-09   -0.28531E+02    0.95739E+01    0.19547E-10   -0.56664E-09    0.19547E-10    0.86488E-15
  1713    0.37823E+03   -0.28293E+02   -0.52115E-09   -0.28293E+02    0.94637E+01    0.18016E-10   -0.52115E-09    0.18016E-10    0.86257E-15
  1714    0.37843E+03   -0.28050E+02   -0.47799E-09   -0.28050E+02    0.93555E+01    0.16523E-10   -0.47799E-09    0.16523E-10    0.86026E-15
  1715    0.37860E+03   -0.27803E+02   -0.43709E-09   -0.27803E+02    0.92478E+01    0.15064E-10   -0.43709E-09    0.15064E-10    0.85796E-15
  1716    0.37878E+03   -0.27550E+02   -0.39844E-09   -0.27550E+02    0.91421E+01    0.13640E-10   -0.39844E-09    0.13640E-10    0.85566E-15
  1717    0.37892E+03   -0.27293E+02   -0.36199E-09   -0.27293E+02    0.90377E+01    0.12248E-10   -0.36199E-09    0.12248E-10    0.85337E-15
  1718    0.37904E+03   -0.27032E+02   -0.32769E-09   -0.27032E+02    0.89352E+01    0.10888E-10   -0.32769E-09    0.10888E-10    0.85109E-15
  1719    0.37915E+03   -0.26765E+02   -0.29552E-09   -0.26765E+02    0.88339E+01    0.95570E-11   -0.29552E-09    0.95570E-11    0.84882E-15
  1720    0.37924E+03   -0.26496E+02   -0.26542E-09   -0.26496E+02    0.87345E+01    0.82549E-11   -0.26542E-09    0.82549E-11    0.84655E-15
  1721    0.37931E+03   -0.26221E+02   -0.23736E-09   -0.26221E+02    0.86371E+01    0.69800E-11   -0.23736E-09    0.69800E-11    0.84429E-15
  1722    0.37937E+03   -0.25943E+02   -0.21131E-09   -0.25943E+02    0.85401E+01    0.57309E-11   -0.21131E-09    0.57309E-11    0.84203E-15
  1723    0.37940E+03   -0.25661E+02   -0.18722E-09   -0.25661E+02    0.84450E+01    0.45061E-11   -0.18722E-09    0.45061E-11    0.83979E-15
  1724    0.37940E+03   -0.25376E+02   -0.16505E-09   -0.25376E+02    0.83525E+01    0.33044E-11   -0.16505E-09    0.33044E-11    0.83755E-15
  1725    0.37939E+03   -0.25087E+02   -0.14476E-09   -0.25087E+02    0.82605E+01    0.21244E-11   -0.14476E-09    0.21244E-11    0.83531E-15
  1726    0.37936E+03   -0.24795E+02   -0.12631E-09   -0.24795E+02    0.81710E+01    0.96469E-12   -0.12631E-09    0.96469E-12    0.83308E-15
  1727    0.37931E+03   -0.24499E+02   -0.10967E-09   -0.24499E+02    0.80827E+01   -0.17610E-12   -0.10967E-09   -0.17610E-12    0.83086E-15
  1728    0.37923E+03   -0.24200E+02   -0.94794E-10   -0.24200E+02    0.79977E+01   -0.12993E-11   -0.94794E-10   -0.12993E-11    0.82865E-15
  1729    0.37915E+03   -0.23898E+02   -0.81642E-10   -0.23898E+02    0.79137E+01   -0.24063E-11   -0.81642E-10   -0.24063E-11    0.82644E-15
  1730    0.37902E+03   -0.23593E+02   -0.70175E-10   -0.23593E+02    0.78309E+01   -0.34985E-11   -0.70175E-10   -0.34985E-11    0.82424E-15
  1731    0.37889E+03   -0.23286E+02   -0.60355E-10   -0.23286E+02    0.77498E+01   -0.45773E-11   -0.60355E-10   -0.45773E-11    0.82205E-15
  1732    0.37873E+03   -0.22975E+02   -0.52140E-10   -0.22975E+02    0.76706E+01   -0.56439E-11   -0.52140E-10   -0.56439E-11    0.81986E-15
  1733    0.37855E+03   -0.22663E+02   -0.45493E-10   -0.22663E+02    0.75939E+01   -0.66998E-11   -0.45493E-10   -0.66998E-11    0.81768E-15
  1734    0.37835E+03   -0.22348E+02   -0.40374E-10   -0.22348E+02    0.75182E+01   -0.77464E-11   -0.40374E-10   -0.77464E-11    0.81550E-15
  1735    0.37812E+03   -0.22030E+02   -0.36742E-10   -0.22030E+02    0.74450E+01   -0.87850E-11   -0.36742E-10   -0.87850E-11    0.81333E-15
  1736    0.37788E+03   -0.21712E+02   -0.34560E-10   -0.21712E+02    0.73729E+01   -0.98169E-11   -0.34560E-10   -0.98169E-11    0.81117E-15
  1737    0.37761E+03   -0.21390E+02   -0.33786E-10   -0.21390E+02    0.73039E+01   -0.10844E-10   -0.33786E-10   -0.10844E-10    0.80902E-15
  1738    0.37732E+03   -0.21067E+02   -0.34383E-10   -0.21067E+02    0.72359E+01   -0.11867E-10   -0.34383E-10   -0.11867E-10    0.80687E-15
  1739    0.37703E+03   -0.20744E+02   -0.36309E-10   -0.20744E+02    0.71704E+01   -0.12887E-10   -0.36309E-10   -0.12887E-10    0.80473E-15
  1740    0.37669E+03   -0.20418E+02   -0.39527E-10   -0.20418E+02    0.71066E+01   -0.13906E-10   -0.39527E-10   -0.13906E-10    0.80259E-15
  1741    0.37635E+03   -0.20091E+02   -0.43996E-10   -0.20091E+02    0.70445E+01   -0.14925E-10   -0.43996E-10   -0.14925E-10    0.80046E-15
  1742    0.37598E+03   -0.19764E+02   -0.49677E-10   -0.19764E+02    0.69848E+01   -0.15946E-10   -0.49677E-10   -0.15946E-10    0.79833E-15
  1743    0.37558E+03   -0.19435E+02   -0.56531E-10   -0.19435E+02    0.69268E+01   -0.16970E-10   -0.56531E-10   -0.16970E-10    0.79622E-15
  1744    0.37517E+03   -0.19105E+02   -0.64518E-10   -0.19105E+02    0.68712E+01   -0.17999E-10   -0.64518E-10   -0.17999E-10    0.79411E-15
  1745    0.37473E+03   -0.18775E+02   -0.73598E-10   -0.18775E+02    0.68164E+01   -0.19033E-10   -0.73598E-10   -0.19033E-10    0.79200E-15
  1746    0.37427E+03   -0.18445E+02   -0.83732E-10   -0.18445E+02    0.67648E+01   -0.20074E-10   -0.83732E-10   -0.20074E-10    0.78990E-15
  1747    0.37380E+03   -0.18114E+02   -0.94882E-10   -0.18114E+02    0.67156E+01   -0.21123E-10   -0.94882E-10   -0.21123E-10    0.78781E-15
  1748    0.37330E+03   -0.17783E+02   -0.10701E-09   -0.17783E+02    0.66687E+01   -0.22183E-10   -0.10701E-09   -0.22183E-10    0.78572E-15
  1749    0.37277E+03   -0.17451E+02   -0.12007E-09   -0.17451E+02    0.66226E+01   -0.23253E-10   -0.12007E-09   -0.23253E-10    0.78364E-15
  1750    0.37222E+03   -0.17121E+02   -0.13402E-09   -0.17121E+02    0.65789E+01   -0.24336E-10   -0.13402E-09   -0.24336E-10    0.78157E-15
  1751    0.37165E+03   -0.16792E+02   -0.14884E-09   -0.16792E+02    0.65367E+01   -0.25433E-10   -0.14884E-09   -0.25433E-10    0.77950E-15
  1752    0.37107E+03   -0.16461E+02   -0.16448E-09   -0.16461E+02    0.64961E+01   -0.26542E-10   -0.16448E-09   -0.26542E-10    0.77744E-15
  1753    0.37046E+03   -0.16132E+02   -0.18091E-09   -0.16132E+02    0.64571E+01   -0.27662E-10   -0.18091E-09   -0.27662E-10    0.77538E-15
  1754    0.36984E+03   -0.15803E+02   -0.19811E-09   -0.15803E+02    0.64211E+01   -0.28793E-10   -0.19811E-09   -0.28793E-10    0.77333E-15
  1755    0.36919E+03   -0.15475E+02   -0.21604E-09   -0.15475E+02    0.63878E+01   -0.29932E-10   -0.21604E-09   -0.29932E-10    0.77129E-15
  1756    0.36853E+03   -0.15148E+02   -0.23467E-09   -0.15148E+02    0.63556E+01   -0.31078E-10   -0.23467E-09   -0.31078E-10    0.76925E-15
  1757    0.36784E+03   -0.14822E+02   -0.25397E-09   -0.14822E+02    0.63254E+01   -0.32231E-10   -0.25397E-09   -0.32231E-10    0.76722E-15
  1758    0.36712E+03   -0.14498E+02   -0.27391E-09   -0.14498E+02    0.62972E+01   -0.33388E-10   -0.27391E-09   -0.33388E-10    0.76519E-15
  1759    0.36640E+03   -0.14175E+02   -0.29445E-09   -0.14175E+02    0.62711E+01   -0.34549E-10   -0.29445E-09   -0.34549E-10    0.76317E-15
  1760    0.36564E+03   -0.13853E+02   -0.31557E-09   -0.13853E+02    0.62471E+01   -0.35712E-10   -0.31557E-09   -0.35712E-10    0.76116E-15
  1761    0.36487E+03   -0.13533E+02   -0.33723E-09   -0.13533E+02    0.62250E+01   -0.36875E-10   -0.33723E-09   -0.36875E-10    0.75915E-15
  1762    0.36408E+03   -0.13214E+02   -0.35941E-09   -0.13214E+02    0.62049E+01   -0.38038E-10   -0.35941E-09   -0.38038E-10    0.75715E-15
  1763    0.36327E+03   -0.12896E+02   -0.38206E-09   -0.12896E+02    0.61869E+01   -0.39199E-10   -0.38206E-09   -0.39199E-10    0.75515E-15
  1764    0.36245E+03   -0.12581E+02   -0.40517E-09   -0.12581E+02    0.61710E+01   -0.40357E-10   -0.40517E-09   -0.40357E-10    0.75316E-15
  1765    0.36160E+03   -0.12268E+02   -0.42869E-09   -0.12268E+02    0.61569E+01   -0.41511E-10   -0.42869E-09   -0.41511E-10    0.75118E-15
  1766    0.36073E+03   -0.11957E+02   -0.45260E-09   -0.11957E+02    0.61447E+01   -0.42659E-10   -0.45260E-09   -0.42659E-10    0.74920E-15
  1767    0.35984E+03   -0.11647E+02   -0.47687E-09   -0.11647E+02    0.61344E+01   -0.43800E-10   -0.47687E-09   -0.43800E-10    0.74723E-15
