#    L    TT             EE             BB             TE             PP             TP             EP          
   232    0.53614E+04    0.11662E+01    0.00000E+00    0.31289E+02    0.47643E-07    0.11126E-03    0.10505E-06
   233    0.53545E+04    0.12077E+01    0.00000E+00    0.32881E+02    0.47419E-07    0.11034E-03    0.11900E-06
   234    0.53469E+04    0.12510E+01    0.00000E+00    0.34477E+02    0.47196E-07    0.10943E-03    0.13288E-06
   235    0.53388E+04    0.12962E+01    0.00000E+00    0.36073E+02    0.46975E-07    0.10853E-03    0.14671E-06
   236    0.53301E+04    0.13431E+01    0.00000E+00    0.37672E+02    0.46755E-07    0.10763E-03    0.16047E-06
   237    0.53208E+04    0.13920E+01    0.00000E+00    0.39271E+02    0.46537E-07    0.10674E-03    0.17417E-06
   238    0.53109E+04    0.14428E+01    0.00000E+00    0.40870E+02    0.46321E-07    0.10585E-03    0.18780E-06
   239    0.53005E+04    0.14955E+01    0.00000E+00    0.42468E+02    0.46106E-07    0.10498E-03    0.20137E-06
   240    0.52894E+04    0.15501E+01    0.00000E+00    0.44064E+02    0.45893E-07    0.10411E-03    0.21486E-06
   241    0.52778E+04    0.16067E+01    0.00000E+00    0.45657E+02    0.45681E-07    0.10325E-03    0.22827E-06
   242    0.52657E+04    0.16653E+01    0.00000E+00    0.47249E+02    0.45471E-07    0.10239E-03    0.24161E-06
   243    0.52530E+04    0.17258E+01    0.00000E+00    0.48836E+02    0.45262E-07    0.10154E-03    0.25487E-06
   244    0.52397E+04    0.17884E+01    0.00000E+00    0.50419E+02    0.45055E-07    0.10070E-03    0.26804E-06
   245    0.52259E+04    0.18530E+01    0.00000E+00    0.51997E+02    0.44850E-07    0.99861E-04    0.28113E-06
   246    0.52115E+04    0.19196E+01    0.00000E+00    0.53570E+02    0.44646E-07    0.99031E-04    0.29412E-06
   247    0.51967E+04    0.19882E+01    0.00000E+00    0.55135E+02    0.44443E-07    0.98208E-04    0.30703E-06
   248    0.51812E+04    0.20592E+01    0.00000E+00    0.56694E+02    0.44242E-07    0.97392E-04    0.31984E-06
   249    0.51654E+04    0.21320E+01    0.00000E+00    0.58246E+02    0.44042E-07    0.96582E-04    0.33256E-06
   250    0.51489E+04    0.22070E+01    0.00000E+00    0.59788E+02    0.43843E-07    0.95778E-04    0.34517E-06
   251    0.51321E+04    0.22840E+01    0.00000E+00    0.61322E+02    0.43646E-07    0.94980E-04    0.35769E-06
   252    0.51145E+04    0.23631E+01    0.00000E+00    0.62846E+02    0.43450E-07    0.94189E-04    0.37010E-06
   253    0.50967E+04    0.24443E+01    0.00000E+00    0.64359E+02    0.43256E-07    0.93404E-04    0.38241E-06
   254    0.50783E+04    0.25277E+01    0.00000E+00    0.65860E+02    0.43063E-07    0.92625E-04    0.39463E-06
   255    0.50595E+04    0.26130E+01    0.00000E+00    0.67351E+02    0.42871E-07    0.91851E-04    0.40675E-06
   256    0.50401E+04    0.27008E+01    0.00000E+00    0.68830E+02    0.42681E-07    0.91084E-04    0.41878E-06
   257    0.50204E+04    0.27904E+01    0.00000E+00    0.70290E+02    0.42492E-07    0.90323E-04    0.43071E-06
   258    0.50001E+04    0.28822E+01    0.00000E+00    0.71743E+02    0.42304E-07    0.89568E-04    0.44255E-06
   259    0.49794E+04    0.29762E+01    0.00000E+00    0.73175E+02    0.42117E-07    0.88819E-04    0.45431E-06
   260    0.49584E+04    0.30724E+01    0.00000E+00    0.74601E+02    0.41932E-07    0.88075E-04    0.46597E-06
   261    0.49368E+04    0.31706E+01    0.00000E+00    0.75997E+02    0.41748E-07    0.87338E-04    0.47756E-06
   262    0.49148E+04    0.32710E+01    0.00000E+00    0.77387E+02    0.41565E-07    0.86605E-04    0.48905E-06
   263    0.48926E+04    0.33735E+01    0.00000E+00    0.78763E+02    0.41384E-07    0.85879E-04    0.50047E-06
   264    0.48698E+04    0.34782E+01    0.00000E+00    0.80118E+02    0.41203E-07    0.85158E-04    0.51180E-06
   265    0.48465E+04    0.35849E+01    0.00000E+00    0.81443E+02    0.41024E-07    0.84443E-04    0.52305E-06
   266    0.48229E+04    0.36938E+01    0.00000E+00    0.82763E+02    0.40846E-07    0.83733E-04    0.53423E-06
   267    0.47988E+04    0.38047E+01    0.00000E+00    0.84054E+02    0.40670E-07    0.83028E-04    0.54533E-06
   268    0.47744E+04    0.39179E+01    0.00000E+00    0.85330E+02    0.40494E-07    0.82329E-04    0.55636E-06
   269    0.47494E+04    0.40331E+01    0.00000E+00    0.86586E+02    0.40320E-07    0.81635E-04    0.56731E-06
   270    0.47242E+04    0.41503E+01    0.00000E+00    0.87821E+02    0.40147E-07    0.80947E-04    0.57819E-06
   271    0.46986E+04    0.42695E+01    0.00000E+00    0.89034E+02    0.39975E-07    0.80263E-04    0.58901E-06
   272    0.46728E+04    0.43911E+01    0.00000E+00    0.90218E+02    0.39804E-07    0.79585E-04    0.59975E-06
   273    0.46466E+04    0.45143E+01    0.00000E+00    0.91389E+02    0.39634E-07    0.78912E-04    0.61043E-06
   274    0.46200E+04    0.46398E+01    0.00000E+00    0.92525E+02    0.39466E-07    0.78244E-04    0.62105E-06
   275    0.45931E+04    0.47671E+01    0.00000E+00    0.93646E+02    0.39298E-07    0.77581E-04    0.63160E-06
   276    0.45660E+04    0.48964E+01    0.00000E+00    0.94731E+02    0.39132E-07    0.76923E-04    0.64209E-06
   277    0.45385E+04    0.50277E+01    0.00000E+00    0.95803E+02    0.38967E-07    0.76269E-04    0.65253E-06
   278    0.45107E+04    0.51609E+01    0.00000E+00    0.96839E+02    0.38803E-07    0.75621E-04    0.66290E-06
   279    0.44826E+04    0.52960E+01    0.00000E+00    0.97847E+02    0.38639E-07    0.74977E-04    0.67322E-06
   280    0.44543E+04    0.54329E+01    0.00000E+00    0.98841E+02    0.38477E-07    0.74338E-04    0.68349E-06
   281    0.44258E+04    0.55718E+01    0.00000E+00    0.99799E+02    0.38316E-07    0.73704E-04    0.69370E-06
   282    0.43969E+04    0.57123E+01    0.00000E+00    0.10073E+03    0.38156E-07    0.73075E-04    0.70386E-06
   283    0.43678E+04    0.58547E+01    0.00000E+00    0.10163E+03    0.37997E-07    0.72450E-04    0.71397E-06
   284    0.43385E+04    0.59988E+01    0.00000E+00    0.10250E+03    0.37839E-07    0.71829E-04    0.72404E-06
   285    0.43090E+04    0.61448E+01    0.00000E+00    0.10335E+03    0.37683E-07    0.71213E-04    0.73405E-06
   286    0.42792E+04    0.62924E+01    0.00000E+00    0.10416E+03    0.37527E-07    0.70601E-04    0.74403E-06
   287    0.42492E+04    0.64417E+01    0.00000E+00    0.10495E+03    0.37372E-07    0.69994E-04    0.75396E-06
   288    0.42191E+04    0.65926E+01    0.00000E+00    0.10570E+03    0.37218E-07    0.69391E-04    0.76385E-06
   289    0.41887E+04    0.67450E+01    0.00000E+00    0.10643E+03    0.37065E-07    0.68792E-04    0.77370E-06
   290    0.41582E+04    0.68989E+01    0.00000E+00    0.10712E+03    0.36913E-07    0.68198E-04    0.78351E-06
   291    0.41275E+04    0.70550E+01    0.00000E+00    0.10778E+03    0.36762E-07    0.67607E-04    0.79329E-06
   292    0.40964E+04    0.72122E+01    0.00000E+00    0.10841E+03    0.36612E-07    0.67021E-04    0.80303E-06
   293    0.40655E+04    0.73700E+01    0.00000E+00    0.10900E+03    0.36462E-07    0.66439E-04    0.81274E-06
   294    0.40342E+04    0.75300E+01    0.00000E+00    0.10957E+03    0.36314E-07    0.65861E-04    0.82241E-06
   295    0.40031E+04    0.76907E+01    0.00000E+00    0.11010E+03    0.36167E-07    0.65286E-04    0.83206E-06
   296    0.39716E+04    0.78536E+01    0.00000E+00    0.11060E+03    0.36020E-07    0.64716E-04    0.84168E-06
   297    0.39401E+04    0.80164E+01    0.00000E+00    0.11107E+03    0.35874E-07    0.64149E-04    0.85128E-06
   298    0.39083E+04    0.81814E+01    0.00000E+00    0.11149E+03    0.35730E-07    0.63586E-04    0.86085E-06
   299    0.38766E+04    0.83479E+01    0.00000E+00    0.11189E+03    0.35586E-07    0.63027E-04    0.87039E-06
   300    0.38447E+04    0.85143E+01    0.00000E+00    0.11224E+03    0.35443E-07    0.62472E-04    0.87992E-06
   301    0.38127E+04    0.86822E+01    0.00000E+00    0.11257E+03    0.35301E-07    0.61920E-04    0.88942E-06
   302    0.37807E+04    0.88508E+01    0.00000E+00    0.11288E+03    0.35159E-07    0.61372E-04    0.89890E-06
   303    0.37487E+04    0.90208E+01    0.00000E+00    0.11313E+03    0.35019E-07    0.60827E-04    0.90835E-06
   304    0.37166E+04    0.91923E+01    0.00000E+00    0.11335E+03    0.34879E-07    0.60286E-04    0.91776E-06
   305    0.36845E+04    0.93637E+01    0.00000E+00    0.11354E+03    0.34740E-07    0.59749E-04    0.92713E-06
   306    0.36523E+04    0.95359E+01    0.00000E+00    0.11369E+03    0.34602E-07    0.59215E-04    0.93646E-06
   307    0.36201E+04    0.97088E+01    0.00000E+00    0.11380E+03    0.34465E-07    0.58685E-04    0.94573E-06
   308    0.35879E+04    0.98839E+01    0.00000E+00    0.11389E+03    0.34328E-07    0.58159E-04    0.95495E-06
   309    0.35558E+04    0.10058E+02    0.00000E+00    0.11393E+03    0.34192E-07    0.57636E-04    0.96410E-06
   310    0.35236E+04    0.10233E+02    0.00000E+00    0.11394E+03    0.34058E-07    0.57117E-04    0.97318E-06
   311    0.34915E+04    0.10409E+02    0.00000E+00    0.11391E+03    0.33923E-07    0.56602E-04    0.98220E-06
   312    0.34594E+04    0.10585E+02    0.00000E+00    0.11385E+03    0.33790E-07    0.56090E-04    0.99113E-06
   313    0.34274E+04    0.10762E+02    0.00000E+00    0.11375E+03    0.33657E-07    0.55582E-04    0.99998E-06
   314    0.33954E+04    0.10939E+02    0.00000E+00    0.11362E+03    0.33526E-07    0.55077E-04    0.10087E-05
   315    0.33634E+04    0.11116E+02    0.00000E+00    0.11344E+03    0.33395E-07    0.54577E-04    0.10174E-05
   316    0.33316E+04    0.11293E+02    0.00000E+00    0.11323E+03    0.33264E-07    0.54080E-04    0.10260E-05
   317    0.32998E+04    0.11469E+02    0.00000E+00    0.11299E+03    0.33135E-07    0.53586E-04    0.10344E-05
   318    0.32681E+04    0.11648E+02    0.00000E+00    0.11271E+03    0.33006E-07    0.53096E-04    0.10428E-05
   319    0.32365E+04    0.11825E+02    0.00000E+00    0.11239E+03    0.32878E-07    0.52610E-04    0.10510E-05
   320    0.32051E+04    0.12002E+02    0.00000E+00    0.11205E+03    0.32750E-07    0.52128E-04    0.10591E-05
   321    0.31738E+04    0.12181E+02    0.00000E+00    0.11166E+03    0.32624E-07    0.51649E-04    0.10671E-05
   322    0.31425E+04    0.12357E+02    0.00000E+00    0.11124E+03    0.32498E-07    0.51174E-04    0.10749E-05
   323    0.31115E+04    0.12534E+02    0.00000E+00    0.11078E+03    0.32373E-07    0.50703E-04    0.10827E-05
   324    0.30805E+04    0.12712E+02    0.00000E+00    0.11028E+03    0.32248E-07    0.50235E-04    0.10902E-05
   325    0.30498E+04    0.12886E+02    0.00000E+00    0.10975E+03    0.32124E-07    0.49771E-04    0.10976E-05
   326    0.30192E+04    0.13063E+02    0.00000E+00    0.10918E+03    0.32001E-07    0.49311E-04    0.11049E-05
   327    0.29887E+04    0.13238E+02    0.00000E+00    0.10858E+03    0.31879E-07    0.48854E-04    0.11120E-05
   328    0.29585E+04    0.13412E+02    0.00000E+00    0.10795E+03    0.31757E-07    0.48401E-04    0.11190E-05
   329    0.29284E+04    0.13586E+02    0.00000E+00    0.10727E+03    0.31636E-07    0.47952E-04    0.11257E-05
   330    0.28985E+04    0.13759E+02    0.00000E+00    0.10656E+03    0.31515E-07    0.47506E-04    0.11323E-05
   331    0.28689E+04    0.13931E+02    0.00000E+00    0.10583E+03    0.31396E-07    0.47065E-04    0.11387E-05
   332    0.28395E+04    0.14103E+02    0.00000E+00    0.10506E+03    0.31277E-07    0.46627E-04    0.11450E-05
   333    0.28102E+04    0.14274E+02    0.00000E+00    0.10426E+03    0.31158E-07    0.46192E-04    0.11510E-05
   334    0.27812E+04    0.14444E+02    0.00000E+00    0.10342E+03    0.31040E-07    0.45762E-04    0.11569E-05
   335    0.27524E+04    0.14612E+02    0.00000E+00    0.10255E+03    0.30923E-07    0.45335E-04    0.11625E-05
   336    0.27239E+04    0.14779E+02    0.00000E+00    0.10164E+03    0.30807E-07    0.44912E-04    0.11679E-05
   337    0.26956E+04    0.14945E+02    0.00000E+00    0.10070E+03    0.30691E-07    0.44492E-04    0.11731E-05
   338    0.26676E+04    0.15110E+02    0.00000E+00    0.99731E+02    0.30575E-07    0.44077E-04    0.11781E-05
   339    0.26399E+04    0.15274E+02    0.00000E+00    0.98728E+02    0.30461E-07    0.43665E-04    0.11829E-05
   340    0.26124E+04    0.15437E+02    0.00000E+00    0.97703E+02    0.30347E-07    0.43257E-04    0.11875E-05
   341    0.25851E+04    0.15597E+02    0.00000E+00    0.96635E+02    0.30233E-07    0.42852E-04    0.11918E-05
   342    0.25582E+04    0.15757E+02    0.00000E+00    0.95539E+02    0.30120E-07    0.42451E-04    0.11958E-05
   343    0.25315E+04    0.15915E+02    0.00000E+00    0.94414E+02    0.30008E-07    0.42055E-04    0.11997E-05
   344    0.25052E+04    0.16071E+02    0.00000E+00    0.93260E+02    0.29896E-07    0.41661E-04    0.12033E-05
   345    0.24792E+04    0.16225E+02    0.00000E+00    0.92078E+02    0.29785E-07    0.41272E-04    0.12066E-05
   346    0.24534E+04    0.16378E+02    0.00000E+00    0.90874E+02    0.29675E-07    0.40886E-04    0.12096E-05
   347    0.24280E+04    0.16529E+02    0.00000E+00    0.89634E+02    0.29565E-07    0.40504E-04    0.12124E-05
   348    0.24029E+04    0.16677E+02    0.00000E+00    0.88366E+02    0.29455E-07    0.40126E-04    0.12149E-05
   349    0.23781E+04    0.16824E+02    0.00000E+00    0.87068E+02    0.29347E-07    0.39752E-04    0.12172E-05
   350    0.23536E+04    0.16968E+02    0.00000E+00    0.85749E+02    0.29238E-07    0.39381E-04    0.12191E-05
   351    0.23296E+04    0.17111E+02    0.00000E+00    0.84402E+02    0.29131E-07    0.39014E-04    0.12208E-05
   352    0.23058E+04    0.17252E+02    0.00000E+00    0.83025E+02    0.29023E-07    0.38651E-04    0.12222E-05
   353    0.22824E+04    0.17390E+02    0.00000E+00    0.81635E+02    0.28917E-07    0.38292E-04    0.12234E-05
   354    0.22592E+04    0.17526E+02    0.00000E+00    0.80208E+02    0.28810E-07    0.37936E-04    0.12243E-05
   355    0.22365E+04    0.17659E+02    0.00000E+00    0.78759E+02    0.28705E-07    0.37583E-04    0.12249E-05
   356    0.22142E+04    0.17791E+02    0.00000E+00    0.77297E+02    0.28600E-07    0.37234E-04    0.12254E-05
   357    0.21922E+04    0.17920E+02    0.00000E+00    0.75805E+02    0.28495E-07    0.36888E-04    0.12257E-05
   358    0.21706E+04    0.18045E+02    0.00000E+00    0.74300E+02    0.28391E-07    0.36545E-04    0.12257E-05
   359    0.21493E+04    0.18168E+02    0.00000E+00    0.72765E+02    0.28288E-07    0.36205E-04    0.12257E-05
   360    0.21284E+04    0.18289E+02    0.00000E+00    0.71212E+02    0.28185E-07    0.35867E-04    0.12254E-05
   361    0.21079E+04    0.18408E+02    0.00000E+00    0.69636E+02    0.28082E-07    0.35533E-04    0.12250E-05
   362    0.20878E+04    0.18523E+02    0.00000E+00    0.68042E+02    0.27980E-07    0.35202E-04    0.12245E-05
   363    0.20681E+04    0.18637E+02    0.00000E+00    0.66429E+02    0.27879E-07    0.34873E-04    0.12239E-05
   364    0.20488E+04    0.18746E+02    0.00000E+00    0.64796E+02    0.27778E-07    0.34546E-04    0.12232E-05
   365    0.20298E+04    0.18853E+02    0.00000E+00    0.63147E+02    0.27677E-07    0.34222E-04    0.12224E-05
   366    0.20113E+04    0.18957E+02    0.00000E+00    0.61481E+02    0.27577E-07    0.33901E-04    0.12215E-05
   367    0.19932E+04    0.19057E+02    0.00000E+00    0.59798E+02    0.27478E-07    0.33581E-04    0.12206E-05
   368    0.19753E+04    0.19155E+02    0.00000E+00    0.58100E+02    0.27379E-07    0.33264E-04    0.12197E-05
   369    0.19581E+04    0.19250E+02    0.00000E+00    0.56386E+02    0.27280E-07    0.32949E-04    0.12187E-05
   370    0.19412E+04    0.19341E+02    0.00000E+00    0.54660E+02    0.27182E-07    0.32636E-04    0.12178E-05
   371    0.19246E+04    0.19429E+02    0.00000E+00    0.52919E+02    0.27085E-07    0.32325E-04    0.12168E-05
   372    0.19085E+04    0.19514E+02    0.00000E+00    0.51167E+02    0.26988E-07    0.32015E-04    0.12159E-05
   373    0.18928E+04    0.19596E+02    0.00000E+00    0.49401E+02    0.26891E-07    0.31707E-04    0.12150E-05
   374    0.18776E+04    0.19675E+02    0.00000E+00    0.47624E+02    0.26795E-07    0.31401E-04    0.12142E-05
   375    0.18627E+04    0.19750E+02    0.00000E+00    0.45837E+02    0.26699E-07    0.31096E-04    0.12134E-05
   376    0.18483E+04    0.19822E+02    0.00000E+00    0.44040E+02    0.26604E-07    0.30793E-04    0.12127E-05
   377    0.18343E+04    0.19890E+02    0.00000E+00    0.42235E+02    0.26509E-07    0.30491E-04    0.12122E-05
   378    0.18207E+04    0.19955E+02    0.00000E+00    0.40420E+02    0.26415E-07    0.30190E-04    0.12117E-05
   379    0.18075E+04    0.20017E+02    0.00000E+00    0.38599E+02    0.26321E-07    0.29890E-04    0.12114E-05
   380    0.17948E+04    0.20076E+02    0.00000E+00    0.36769E+02    0.26228E-07    0.29592E-04    0.12112E-05
   381    0.17825E+04    0.20128E+02    0.00000E+00    0.34934E+02    0.26135E-07    0.29294E-04    0.12112E-05
   382    0.17705E+04    0.20180E+02    0.00000E+00    0.33095E+02    0.26043E-07    0.28997E-04    0.12113E-05
   383    0.17590E+04    0.20226E+02    0.00000E+00    0.31249E+02    0.25951E-07    0.28700E-04    0.12116E-05
   384    0.17480E+04    0.20269E+02    0.00000E+00    0.29401E+02    0.25859E-07    0.28405E-04    0.12122E-05
   385    0.17374E+04    0.20310E+02    0.00000E+00    0.27549E+02    0.25768E-07    0.28110E-04    0.12129E-05
   386    0.17272E+04    0.20346E+02    0.00000E+00    0.25694E+02    0.25677E-07    0.27815E-04    0.12139E-05
   387    0.17173E+04    0.20378E+02    0.00000E+00    0.23839E+02    0.25587E-07    0.27521E-04    0.12152E-05
   388    0.17079E+04    0.20407E+02    0.00000E+00    0.21982E+02    0.25497E-07    0.27227E-04    0.12167E-05
   389    0.16990E+04    0.20429E+02    0.00000E+00    0.20125E+02    0.25407E-07    0.26933E-04    0.12185E-05
   390    0.16904E+04    0.20452E+02    0.00000E+00    0.18270E+02    0.25318E-07    0.26639E-04    0.12206E-05
   391    0.16823E+04    0.20469E+02    0.00000E+00    0.16415E+02    0.25230E-07    0.26345E-04    0.12229E-05
   392    0.16746E+04    0.20484E+02    0.00000E+00    0.14564E+02    0.25141E-07    0.26051E-04    0.12257E-05
   393    0.16673E+04    0.20494E+02    0.00000E+00    0.12714E+02    0.25054E-07    0.25757E-04    0.12287E-05
   394    0.16604E+04    0.20501E+02    0.00000E+00    0.10870E+02    0.24966E-07    0.25462E-04    0.12321E-05
   395    0.16539E+04    0.20503E+02    0.00000E+00    0.90278E+01    0.24879E-07    0.25167E-04    0.12359E-05
   396    0.16478E+04    0.20502E+02    0.00000E+00    0.71927E+01    0.24793E-07    0.24871E-04    0.12400E-05
   397    0.16421E+04    0.20498E+02    0.00000E+00    0.53628E+01    0.24707E-07    0.24575E-04    0.12446E-05
   398    0.16368E+04    0.20489E+02    0.00000E+00    0.35394E+01    0.24621E-07    0.24279E-04    0.12496E-05
   399    0.16319E+04    0.20476E+02    0.00000E+00    0.17233E+01    0.24535E-07    0.23981E-04    0.12550E-05
   400    0.16274E+04    0.20461E+02    0.00000E+00   -0.84570E-01    0.24450E-07    0.23682E-04    0.12608E-05
   401    0.16233E+04    0.20440E+02    0.00000E+00   -0.18837E+01    0.24366E-07    0.23383E-04    0.12671E-05
   402    0.16196E+04    0.20416E+02    0.00000E+00   -0.36731E+01    0.24281E-07    0.23083E-04    0.12738E-05
   403    0.16163E+04    0.20389E+02    0.00000E+00   -0.54524E+01    0.24197E-07    0.22781E-04    0.12809E-05
